job_title,salary,location,remote_location,compnay_size,expereince_level,employment_type,skills
Marketing Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Medium,0-5 yrs,FT,Google Cloud and Power BI
Data Analyst - Remote,80-90k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,Unknown,5+ years,FT,"['R', 'Google Cloud', 'Excel', 'Tableau', 'AWS']"
BI Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,500,Jr,Full-time,"['Azure', 'Python', 'Google Cloud']"
Junior Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,10000+,5+ years,Part-time,SQL;;Tableau;Excel
DATA ANALYST,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,Medium,0-5 yrs,Temporary,"['Excel', 'AWS']"
Data Analyst!!!,Negotiable,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Unknown,Jr,FT,"['SQL', 'Tableau', 'Excel']"
Data Analyst II,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,1-10,5+ years,Freelance,"['R', 'Excel', '', 'Tableau']"
Senior Data Analyst,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,1-10,Jr,Full-time,"Google Cloud, Power BI"
Data Analyst II,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Unknown,0-2 years,Freelance,"['AWS', 'Azure']"
DATA ANALYST,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,501-1000,Jr,W2,AWS;Google Cloud;R;SQL;Python
Data Analyst,DOE,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,500,5+ years,Temporary,"['SQL', 'R']"
Senior Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,501-1000,SE,PT,"['', 'Tableau', 'Azure', 'Python', 'Google Cloud']"
Junior Data Analyst,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,Startup,0-5 yrs,FT,"['Excel', 'Azure', 'R']"
Product Data Analyst,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,501-1000,Principal,Temporary,Google Cloud | Excel | Tableau
Data Analyst!!!,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Unknown,Principal,W2,"Python,SQL,Tableau"
Data Analyst - Remote,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,10000+,MI,Freelance,SQL and Azure
Data Analytics Specialist,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,1-10,Junior,Freelance,"['Power BI', 'SQL', 'Tableau']"
DATA ANALYST,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Startup,Entry-level,Contract,Tableau and  and Python
DATA ANALYST,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,1-10,0-5 yrs,C2C,Azure | Power BI | R
Data Analytics Specialist,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,Unknown,5+ years,Full-time,"['R', 'Google Cloud', 'SQL']"
Data Analyst - Remote,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,500,Sr.,Temporary,"['Python', 'Google Cloud', 'AWS', 'Power BI']"
BI Analyst,"$60,000 - $80,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,10000+,Jr,Temporary,
Data Analyst,"$60,000 - $80,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,500,Jr,PT,Power BI and R and Azure and Excel and AWS
Product Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,Unknown,5+ years,Part-time,Google Cloud/Azure/Tableau/
BI Analyst,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Unknown,Sr.,Full-time,"['R', 'Tableau']"
Data Analyst - Remote,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,10000+,Jr,Part-time,"['', 'AWS', 'R']"
Senior Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Medium,Jr,PT,Azure and  and Tableau
Marketing Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Unknown,Jr,W2,
Sr. Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Medium,Junior,Full-time,"['Azure', 'Tableau', '', 'SQL', 'R']"
No,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Junior,501-1000,Data Analyst II,Full-time,;AWS;R;Azure
Junior Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,500,0-5 yrs,Freelance,"['Excel', 'R']"
Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Startup,Sr.,PT,"['SQL', 'AWS', 'Google Cloud', 'Python', 'Excel']"
Data Analyst - Remote,DOE,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,500,Sr.,Part-time,",Azure,AWS,Python"
Jr. Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Startup,Entry-level,FT,"['SQL', 'Tableau']"
Senior Data Analyst,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Startup,Junior,FT,AWS;Excel;Azure;SQL;Google Cloud
Data Analyst - Remote,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,501-1000,5+ years,Contract,"['Power BI', 'Tableau', 'AWS', 'Python', '']"
Junior Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,1-10,Sr.,Full-time,"['SQL', 'Tableau', 'R', 'Excel']"
Sr. Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Unknown,EN,W2,"['Tableau', 'Python', 'Google Cloud', 'SQL']"
Product Data Analyst,"$60,000 - $80,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Unknown,Junior,FT,
Product Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,501-1000,Sr.,Contract,SQL and Excel
DATA ANALYST,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,1-10,5+ years,C2C,AWS and  and Tableau
BI Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,10000+,Entry-level,C2C,"['Google Cloud', 'Tableau', 'Excel', 'Python', 'R']"
Jr. Data Analyst,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Startup,Sr.,C2C,"['', 'Tableau', 'Python', 'Azure']"
DATA ANALYST,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Medium,EN,FT,SQL;
BI Analyst,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Large,Junior,Freelance,"['Google Cloud', 'Tableau']"
BI Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,500,Junior,W2,"['Azure', 'Tableau', 'Google Cloud', 'Power BI', 'Excel']"
BI Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Unknown,MI,Part-time,"Google Cloud, AWS"
Data Analyst!!!,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,10000+,Junior,Freelance,"['', 'Tableau']"
BI Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,500,Principal,FT,Azure;Python;SQL;Excel
BI Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Medium,Senior,Contract,AWS |  | Power BI | Excel
Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,10000+,Entry-level,Freelance,Azure and Google Cloud and SQL
Junior Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,501-1000,Sr.,PT,"['Excel', 'Azure', 'SQL', 'R']"
Data Analytics Specialist,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,500,Jr,C2C,Azure | Tableau
Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",1,500,Junior,Temporary,"Google Cloud,Python,Tableau,,Excel"
Product Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,Startup,0-2 years,Contract,"['Azure', 'R', 'Tableau', 'Power BI', 'SQL']"
Junior Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,10000+,5+ years,PT,"['Tableau', 'SQL', 'AWS']"
Jr. Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Startup,Principal,Part-time,"['Power BI', 'Tableau', '']"
Data Analyst II,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,Medium,Entry-level,FT,"Excel, Python, , AWS"
Marketing Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,Unknown,Jr,Full-time,"Azure, Google Cloud, Python"
Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Startup,Sr.,Freelance,
Jr. Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Medium,Junior,FT,"AWS, Power BI, , Tableau"
Data Analyst!!!,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,10000+,0-2 years,Temporary,"['Tableau', 'Google Cloud']"
DATA ANALYST,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Medium,SE,Contract,"['', 'Python', 'Azure', 'Tableau', 'SQL']"
Jr. Data Analyst,"$90,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,1-10,0-2 years,Temporary,"['Tableau', 'AWS']"
Senior Data Analyst,Negotiable,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Medium,Principal,Part-time,"['Azure', 'Python', 'SQL', 'Google Cloud', 'Excel']"
Marketing Data Analyst,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Startup,Principal,Contract,"['Tableau', 'R', 'Excel']"
Product Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,Unknown,Jr,Temporary,SQL;Python;Tableau;Power BI;Excel
Product Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,10000+,MI,FT,"['Excel', 'R']"
DATA ANALYST,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,500,0-5 yrs,Contract,"SQL,Python"
Data Analyst!!!,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Startup,Jr,C2C,"['Python', 'Azure', '', 'Excel', 'Power BI']"
Data Analyst - Remote,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,Medium,Sr.,C2C,/Power BI
Marketing Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,10000+,Sr.,Freelance,"['AWS', 'R', 'SQL']"
Data Analyst!!!,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,501-1000,Junior,Full-time,", AWS, Google Cloud"
Jr. Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Startup,Jr,C2C,"['Python', 'Google Cloud', 'SQL', 'Power BI', 'Azure']"
Sr. Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",No,10000+,EN,Full-time,"['Excel', 'Azure', 'R']"
Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Unknown,Entry-level,Freelance,"['', 'AWS']"
Jr. Data Analyst,"140,000.00","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,Large,5+ years,W2,Excel;Python;Tableau
BI Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,1-10,Senior,Contract,"['SQL', 'Power BI', '']"
Jr. Data Analyst,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,501-1000,Senior,C2C,"['Google Cloud', 'Python', '']"
Product Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,501-1000,5+ years,Part-time,"['Excel', 'Google Cloud', 'Power BI', 'Azure', 'SQL']"
Sr. Data Analyst,95000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,1-10,0-5 yrs,W2,"['AWS', 'Excel', 'SQL']"
Data Analyst!!!,"$60,000 - $80,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",0,1-10,Jr,C2C, | R | Python | Tableau | Excel
Product Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,500,MI,Full-time,"Azure, AWS"
Data Analytics Specialist,,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Unknown,0-2 years,W2,Python and Excel
Marketing Data Analyst,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,Medium,Junior,Contract,"['Tableau', 'SQL', 'Excel']"
Data Analytics Specialist,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,Startup,Principal,Temporary,"['', 'Excel', 'SQL', 'Tableau', 'Python']"
Product Data Analyst,110000,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Hybrid,500,SE,FT,", AWS, Python, Azure"
Sr. Data Analyst,65000Competitive,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",True,Large,Jr,Freelance,"['', 'AWS']"
Data Analyst!!!,"€65,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Yes,500,Principal,Temporary,"['R', 'Excel']"
Sr. Data Analyst,85k - 105k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,10000+,Sr.,Freelance,AWS | SQL | Python
DATA ANALYST,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Partial,501-1000,Jr,Temporary,Power BI and 
Marketing Data Analyst,70000 USD,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Startup,Entry-level,PT,Azure and Python
Data Analyst!!!,$50/hr,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",Temporarily Remote,Startup,0-2 years,PT,SQL | Azure | Tableau | Excel
Data Analytics Specialist,120k,"['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,10000+,EN,Temporary,SQL and AWS and  and Power BI
Data Analyst,"%50,000","['New York, NY', 'San Francisco, CA', 'Dallas, TX', 'Remote', 'US', 'London, UK', 'Austin, TX', 'Anywhere', nan, 'Houston,TX', 'Huntsville,AL']",False,1-10,Junior,Freelance,AWS and Excel
